signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
4-14-2-2-35-2,4,14.0,2.0,2,35,2,29,22,2,50,0.86,0.04907137658554119,83.98
6-13-0-2-40-0,6,13.0,0.0,2,40,0,28,10,1,50,0.86,0.04907137658554119,81.8
6-8-2-1-29-1,6,8.0,2.0,1,29,1,29,11,1,50,0.86,0.04907137658554119,76.34
5-14-2-2-47-0,5,14.0,2.0,2,47,0,21,10,1,50,0.84,0.051845925587262885,81.18
6-13-0-1-31-1,6,13.0,0.0,1,31,1,27,11,1,50,0.84,0.051845925587262885,79.76
5-14-2-2-44-1,5,14.0,2.0,2,44,1,21,11,1,50,0.84,0.051845925587262885,80.22
5-13-5-3-49-0,5,13.0,5.0,3,49,0,34,14,1,50,0.84,0.051845925587262885,83.92
4-14-4-2-36-2,4,14.0,4.0,2,36,2,43,32,1,50,0.84,0.051845925587262885,81.06
5-14-2-1-32-1,5,14.0,2.0,1,32,1,20,11,1,50,0.84,0.051845925587262885,77.16
6-13-0-1-48-0,6,13.0,0.0,1,48,0,26,14,1,50,0.84,0.051845925587262885,83.64
5-13-0-2-34-1,5,13.0,0.0,2,34,1,32,11,1,50,0.84,0.051845925587262885,77.46
6-14-2-2-37-1,6,14.0,2.0,2,37,1,40,21,1,50,0.84,0.051845925587262885,83.46
5-11-0-1-30-2,5,11.0,0.0,1,30,2,33,22,1,50,0.84,0.051845925587262885,81.46
4-12-0-3-32-1,4,12.0,0.0,3,32,1,33,25,1,50,0.84,0.051845925587262885,76.54
6-13-2-2-41-1,6,13.0,2.0,2,41,1,33,11,1,50,0.84,0.051845925587262885,80.72
5-14-3-1-40-1,5,14.0,3.0,1,40,1,23,11,1,50,0.84,0.051845925587262885,80.3
5-14-2-2-50-0,5,14.0,2.0,2,50,0,25,14,1,50,0.84,0.051845925587262885,85.2
4-14-5-2-42-1,4,14.0,5.0,2,42,1,29,11,2,50,0.84,0.051845925587262885,81.9
5-13-6-2-52-0,5,13.0,6.0,2,52,0,22,0,1,50,0.84,0.051845925587262885,83.06
4-14-8-2-44-1,4,14.0,8.0,2,44,1,25,15,1,50,0.84,0.051845925587262885,82.66
4-14-9-2-45-0,4,14.0,9.0,2,45,0,34,24,1,50,0.84,0.051845925587262885,80.52
5-10-0-1-28-2,5,10.0,0.0,1,28,2,41,26,1,50,0.84,0.051845925587262885,81.0
5-14-4-2-46-1,5,14.0,4.0,2,46,1,33,11,2,50,0.84,0.051845925587262885,81.14
5-14-4-2-45-1,5,14.0,4.0,2,45,1,25,11,2,50,0.84,0.051845925587262885,82.2
5-14-2-3-39-1,5,14.0,2.0,3,39,1,28,11,1,50,0.84,0.051845925587262885,76.74
4-13-7-2-40-1,4,13.0,7.0,2,40,1,25,15,1,50,0.84,0.051845925587262885,78.74
5-14-5-1-48-1,5,14.0,5.0,1,48,1,50,21,3,50,0.84,0.051845925587262885,87.96
6-13-4-1-46-0,6,13.0,4.0,1,46,0,33,10,1,50,0.84,0.051845925587262885,78.9
5-14-3-3-44-0,5,14.0,3.0,3,44,0,22,10,1,50,0.84,0.051845925587262885,81.64
6-11-2-2-44-0,6,11.0,2.0,2,44,0,24,4,1,50,0.84,0.051845925587262885,80.98
6-13-3-1-51-0,6,13.0,3.0,1,51,0,15,0,1,50,0.84,0.051845925587262885,80.04
5-13-7-3-48-1,5,13.0,7.0,3,48,1,23,11,1,50,0.84,0.051845925587262885,81.94
5-13-3-2-44-0,5,13.0,3.0,2,44,0,27,8,1,50,0.84,0.051845925587262885,78.54
6-14-0-2-40-1,6,14.0,0.0,2,40,1,29,11,1,50,0.84,0.051845925587262885,81.3
6-14-0-1-38-1,6,14.0,0.0,1,38,1,32,21,1,50,0.84,0.051845925587262885,85.38
5-14-2-2-44-0,5,14.0,2.0,2,44,0,31,18,3,50,0.84,0.051845925587262885,81.7
5-14-0-2-46-0,5,14.0,0.0,2,46,0,25,14,2,50,0.84,0.051845925587262885,83.06
5-11-3-1-33-1,5,11.0,3.0,1,33,1,37,11,1,50,0.84,0.051845925587262885,76.28
5-11-0-2-32-2,5,11.0,0.0,2,32,2,58,32,1,50,0.84,0.051845925587262885,81.72
5-13-3-2-43-1,5,13.0,3.0,2,43,1,25,15,1,50,0.84,0.051845925587262885,79.2
5-13-6-2-47-1,5,13.0,6.0,2,47,1,32,11,1,50,0.84,0.051845925587262885,78.2
5-12-2-2-44-1,5,12.0,2.0,2,44,1,21,11,1,50,0.84,0.051845925587262885,80.08
5-13-2-1-41-1,5,13.0,2.0,1,41,1,28,19,2,50,0.84,0.051845925587262885,80.28
5-13-7-1-48-0,5,13.0,7.0,1,48,0,26,14,1,50,0.84,0.051845925587262885,80.2
5-14-4-2-47-0,5,14.0,4.0,2,47,0,28,14,1,50,0.82,0.054332310828824504,79.08
5-13-5-2-47-1,5,13.0,5.0,2,47,1,41,21,1,50,0.82,0.054332310828824504,83.0
6-10-0-1-34-1,6,10.0,0.0,1,34,1,28,11,1,50,0.82,0.054332310828824504,80.56
4-14-4-2-39-2,4,14.0,4.0,2,39,2,34,22,1,50,0.82,0.054332310828824504,80.92
4-14-4-2-42-1,4,14.0,4.0,2,42,1,38,25,1,50,0.82,0.054332310828824504,79.9
5-12-4-2-38-1,5,12.0,4.0,2,38,1,37,15,1,50,0.82,0.054332310828824504,77.74
5-14-0-2-45-0,5,14.0,0.0,2,45,0,21,10,3,50,0.82,0.054332310828824504,81.3
5-13-5-3-45-0,5,13.0,5.0,3,45,0,24,4,1,50,0.82,0.054332310828824504,75.24
5-13-4-1-47-0,5,13.0,4.0,1,47,0,19,4,1,50,0.82,0.054332310828824504,76.88
5-13-3-1-37-3,5,13.0,3.0,1,37,3,54,33,1,50,0.82,0.054332310828824504,77.54
6-13-0-1-38-0,6,13.0,0.0,1,38,0,28,10,1,50,0.82,0.054332310828824504,80.46
4-14-7-2-41-0,4,14.0,7.0,2,41,0,24,14,1,50,0.82,0.054332310828824504,77.18
5-12-2-2-35-2,5,12.0,2.0,2,35,2,40,22,1,50,0.82,0.054332310828824504,77.04
5-14-3-1-39-1,5,14.0,3.0,1,39,1,27,15,2,50,0.82,0.054332310828824504,77.76
4-14-6-2-41-1,4,14.0,6.0,2,41,1,40,21,3,50,0.82,0.054332310828824504,77.66
5-14-5-3-45-0,5,14.0,5.0,3,45,0,39,10,1,50,0.82,0.054332310828824504,80.86
2-14-13-3-27-2,2,14.0,13.0,3,27,2,32,26,1,50,0.82,0.054332310828824504,75.44
6-12-2-2-41-0,6,12.0,2.0,2,41,0,22,4,1,50,0.82,0.054332310828824504,73.28
6-14-3-2-45-0,6,14.0,3.0,2,45,0,32,10,1,50,0.82,0.054332310828824504,83.2
5-11-0-2-26-2,5,11.0,0.0,2,26,2,37,32,1,50,0.82,0.054332310828824504,76.38
5-13-3-1-37-1,5,13.0,3.0,1,37,1,33,15,1,50,0.82,0.054332310828824504,77.46
5-13-4-2-47-1,5,13.0,4.0,2,47,1,35,21,1,50,0.82,0.054332310828824504,78.74
4-12-2-2-25-2,4,12.0,2.0,2,25,2,56,32,1,50,0.82,0.054332310828824504,71.72
4-12-5-2-36-2,4,12.0,5.0,2,36,2,43,26,1,50,0.82,0.054332310828824504,74.18
5-14-5-1-52-0,5,14.0,5.0,1,52,0,31,10,1,50,0.82,0.054332310828824504,82.78
5-14-2-1-44-0,5,14.0,2.0,1,44,0,37,18,3,50,0.82,0.054332310828824504,80.6
4-14-6-2-42-1,4,14.0,6.0,2,42,1,50,31,1,50,0.82,0.054332310828824504,83.28
5-14-3-2-32-1,5,14.0,3.0,2,32,1,49,21,1,50,0.82,0.054332310828824504,76.56
4-14-3-3-42-1,4,14.0,3.0,3,42,1,20,11,1,50,0.82,0.054332310828824504,78.3
5-14-7-1-54-0,5,14.0,7.0,1,54,0,27,14,1,50,0.82,0.054332310828824504,86.36
5-13-0-2-42-0,5,13.0,0.0,2,42,0,14,4,1,50,0.82,0.054332310828824504,78.54
6-12-0-1-48-0,6,12.0,0.0,1,48,0,29,8,1,50,0.82,0.054332310828824504,83.68
6-11-0-2-39-0,6,11.0,0.0,2,39,0,42,14,1,50,0.82,0.054332310828824504,77.6
4-14-7-2-43-1,4,14.0,7.0,2,43,1,31,21,1,50,0.82,0.054332310828824504,84.06
4-14-4-2-41-2,4,14.0,4.0,2,41,2,35,22,1,50,0.82,0.054332310828824504,83.42
6-14-0-1-46-0,6,14.0,0.0,1,46,0,14,0,2,50,0.82,0.054332310828824504,83.22
4-13-0-2-27-1,4,13.0,0.0,2,27,1,25,19,4,50,0.82,0.054332310828824504,75.56
4-14-4-3-40-2,4,14.0,4.0,3,40,2,34,22,1,50,0.82,0.054332310828824504,78.58
6-12-3-1-49-0,6,12.0,3.0,1,49,0,24,10,1,50,0.82,0.054332310828824504,83.76
3-13-6-2-31-2,3,13.0,6.0,2,31,2,53,36,1,50,0.82,0.054332310828824504,77.18
6-14-4-1-48-0,6,14.0,4.0,1,48,0,33,0,1,50,0.82,0.054332310828824504,79.92
5-13-2-2-36-2,5,13.0,2.0,2,36,2,49,32,1,50,0.82,0.054332310828824504,82.56
4-14-7-3-46-1,4,14.0,7.0,3,46,1,42,31,1,50,0.82,0.054332310828824504,84.78
6-14-2-1-49-0,6,14.0,2.0,1,49,0,21,0,4,50,0.82,0.054332310828824504,80.5
6-13-4-1-49-0,6,13.0,4.0,1,49,0,28,4,1,50,0.82,0.054332310828824504,80.64
4-11-7-2-36-2,4,11.0,7.0,2,36,2,31,22,1,50,0.82,0.054332310828824504,79.34
6-13-0-2-46-0,6,13.0,0.0,2,46,0,25,4,1,50,0.82,0.054332310828824504,82.06
5-14-2-1-43-1,5,14.0,2.0,1,43,1,23,11,1,50,0.82,0.054332310828824504,80.8
3-14-10-2-35-2,3,14.0,10.0,2,35,2,34,26,1,50,0.82,0.054332310828824504,80.96
6-13-5-1-53-0,6,13.0,5.0,1,53,0,31,0,1,50,0.82,0.054332310828824504,79.2
6-12-0-1-37-1,6,12.0,0.0,1,37,1,39,21,1,50,0.82,0.054332310828824504,86.2
5-13-3-1-42-0,5,13.0,3.0,1,42,0,26,14,1,50,0.82,0.054332310828824504,76.74
5-12-3-1-38-1,5,12.0,3.0,1,38,1,39,21,1,50,0.82,0.054332310828824504,81.7
6-13-0-1-40-1,6,13.0,0.0,1,40,1,33,15,1,50,0.82,0.054332310828824504,81.52
4-12-4-2-35-1,4,12.0,4.0,2,35,1,36,25,3,50,0.8,0.0565685424949238,76.54
5-13-3-2-47-0,5,13.0,3.0,2,47,0,24,14,2,50,0.8,0.0565685424949238,78.84
5-14-4-2-49-0,5,14.0,4.0,2,49,0,32,8,1,50,0.8,0.0565685424949238,81.62
4-13-7-2-37-2,4,13.0,7.0,2,37,2,35,26,1,50,0.8,0.0565685424949238,75.66
5-13-2-1-36-1,5,13.0,2.0,1,36,1,32,11,1,50,0.8,0.0565685424949238,77.44
5-12-2-1-32-1,5,12.0,2.0,1,32,1,18,11,1,50,0.8,0.0565685424949238,76.34
5-13-5-1-46-0,5,13.0,5.0,1,46,0,30,10,1,50,0.8,0.0565685424949238,79.66
5-14-3-3-44-1,5,14.0,3.0,3,44,1,30,11,1,50,0.8,0.0565685424949238,81.18
4-13-7-3-40-1,4,13.0,7.0,3,40,1,25,15,1,50,0.8,0.0565685424949238,75.24
4-12-7-2-39-2,4,12.0,7.0,2,39,2,32,22,1,50,0.8,0.0565685424949238,80.9
4-13-0-2-34-2,4,13.0,0.0,2,34,2,34,26,1,50,0.8,0.0565685424949238,80.16
4-14-5-2-43-1,4,14.0,5.0,2,43,1,44,25,1,50,0.8,0.0565685424949238,77.98
5-13-4-2-42-1,5,13.0,4.0,2,42,1,38,15,1,50,0.8,0.0565685424949238,77.88
5-14-3-2-45-0,5,14.0,3.0,2,45,0,23,4,1,50,0.8,0.0565685424949238,74.12
6-12-0-2-39-1,6,12.0,0.0,2,39,1,29,11,1,50,0.8,0.0565685424949238,81.8
3-14-6-3-32-2,3,14.0,6.0,3,32,2,43,26,2,50,0.8,0.0565685424949238,78.72
4-11-2-2-24-2,4,11.0,2.0,2,24,2,27,22,2,50,0.8,0.0565685424949238,74.4
5-13-0-2-36-1,5,13.0,0.0,2,36,1,39,31,1,50,0.8,0.0565685424949238,82.48
3-14-9-2-35-1,3,14.0,9.0,2,35,1,33,25,2,50,0.8,0.0565685424949238,77.5
4-14-3-2-40-0,4,14.0,3.0,2,40,0,22,14,2,50,0.8,0.0565685424949238,79.94
5-14-6-2-47-1,5,14.0,6.0,2,47,1,42,21,1,50,0.8,0.0565685424949238,84.76
5-14-3-2-44-1,5,14.0,3.0,2,44,1,30,11,1,50,0.8,0.0565685424949238,79.78
5-12-0-2-37-0,5,12.0,0.0,2,37,0,26,14,2,50,0.8,0.0565685424949238,72.32
5-12-5-2-40-1,5,12.0,5.0,2,40,1,43,15,1,50,0.8,0.0565685424949238,77.38
4-10-5-3-32-2,4,10.0,5.0,3,32,2,42,26,2,50,0.8,0.0565685424949238,75.46
6-11-0-1-32-0,6,11.0,0.0,1,32,0,24,4,1,50,0.8,0.0565685424949238,75.7
4-14-4-2-37-2,4,14.0,4.0,2,37,2,47,26,1,50,0.8,0.0565685424949238,79.16
5-14-7-1-52-0,5,14.0,7.0,1,52,0,36,24,1,50,0.8,0.0565685424949238,81.04
4-14-5-2-36-1,4,14.0,5.0,2,36,1,32,15,1,50,0.8,0.0565685424949238,76.08
4-14-4-2-36-1,4,14.0,4.0,2,36,1,37,25,4,50,0.8,0.0565685424949238,75.36
4-13-0-3-32-1,4,13.0,0.0,3,32,1,39,31,1,50,0.8,0.0565685424949238,77.48
4-13-0-2-26-2,4,13.0,0.0,2,26,2,47,32,1,50,0.8,0.0565685424949238,76.96
5-14-3-3-41-1,5,14.0,3.0,3,41,1,52,25,1,50,0.8,0.0565685424949238,81.24
4-14-8-2-42-1,4,14.0,8.0,2,42,1,31,21,1,50,0.8,0.0565685424949238,80.32
5-11-2-2-29-2,5,11.0,2.0,2,29,2,37,22,1,50,0.8,0.0565685424949238,73.24
6-14-0-2-43-0,6,14.0,0.0,2,43,0,37,14,1,50,0.8,0.0565685424949238,82.68
4-13-0-3-32-2,4,13.0,0.0,3,32,2,40,32,1,50,0.8,0.0565685424949238,82.24
6-14-0-1-35-0,6,14.0,0.0,1,35,0,20,10,1,50,0.8,0.0565685424949238,80.52
5-13-4-2-47-0,5,13.0,4.0,2,47,0,25,10,2,50,0.8,0.0565685424949238,78.26
5-11-3-1-33-2,5,11.0,3.0,1,33,2,45,26,1,50,0.8,0.0565685424949238,81.2
3-13-10-3-35-2,3,13.0,10.0,3,35,2,40,32,1,50,0.8,0.0565685424949238,77.42
5-14-3-2-41-1,5,14.0,3.0,2,41,1,20,11,1,50,0.8,0.0565685424949238,76.48
6-13-2-1-39-1,6,13.0,2.0,1,39,1,22,11,1,50,0.8,0.0565685424949238,79.36
5-13-5-2-49-0,5,13.0,5.0,2,49,0,21,0,1,50,0.8,0.0565685424949238,76.3
5-12-4-2-39-1,5,12.0,4.0,2,39,1,36,15,1,50,0.8,0.0565685424949238,75.8
4-13-3-2-36-2,4,13.0,3.0,2,36,2,30,22,1,50,0.8,0.0565685424949238,77.12
4-14-7-2-45-1,4,14.0,7.0,2,45,1,22,11,1,50,0.8,0.0565685424949238,78.28
5-12-2-2-39-1,5,12.0,2.0,2,39,1,44,25,1,50,0.8,0.0565685424949238,75.5
4-13-8-2-40-0,4,13.0,8.0,2,40,0,19,10,1,50,0.8,0.0565685424949238,74.14
4-12-5-2-38-1,4,12.0,5.0,2,38,1,39,21,1,50,0.78,0.05858327406350723,75.84
5-13-0-2-44-0,5,13.0,0.0,2,44,0,24,14,2,50,0.78,0.05858327406350723,80.46
6-14-0-2-38-0,6,14.0,0.0,2,38,0,17,10,1,50,0.78,0.05858327406350723,80.58
4-14-2-3-40-1,4,14.0,2.0,3,40,1,20,11,1,50,0.78,0.05858327406350723,77.8
5-12-0-2-32-2,5,12.0,0.0,2,32,2,29,22,1,50,0.78,0.05858327406350723,77.66
5-14-5-1-48-0,5,14.0,5.0,1,48,0,44,24,2,50,0.78,0.05858327406350723,78.1
5-13-2-2-38-1,5,13.0,2.0,2,38,1,19,11,1,50,0.78,0.05858327406350723,74.08
6-9-0-1-30-1,6,9.0,0.0,1,30,1,40,15,1,50,0.78,0.05858327406350723,74.8
6-10-0-1-31-1,6,10.0,0.0,1,31,1,17,11,1,50,0.78,0.05858327406350723,74.56
6-9-0-1-31-1,6,9.0,0.0,1,31,1,21,11,1,50,0.78,0.05858327406350723,73.14
4-14-5-2-44-1,4,14.0,5.0,2,44,1,30,11,1,50,0.78,0.05858327406350723,79.78
5-12-6-1-46-0,5,12.0,6.0,1,46,0,31,10,1,50,0.78,0.05858327406350723,77.96
6-14-0-1-36-0,6,14.0,0.0,1,36,0,17,0,1,50,0.78,0.05858327406350723,78.12
5-12-3-2-42-1,5,12.0,3.0,2,42,1,40,31,1,50,0.78,0.05858327406350723,81.56
5-13-4-1-42-0,5,13.0,4.0,1,42,0,33,10,2,50,0.78,0.05858327406350723,74.78
6-12-2-1-41-0,6,12.0,2.0,1,41,0,22,4,1,50,0.78,0.05858327406350723,75.74
6-11-3-1-37-0,6,11.0,3.0,1,37,0,30,0,1,50,0.78,0.05858327406350723,77.04
5-13-5-1-51-0,5,13.0,5.0,1,51,0,29,8,1,50,0.78,0.05858327406350723,80.32
5-13-6-3-49-0,5,13.0,6.0,3,49,0,32,10,1,50,0.78,0.05858327406350723,79.12
3-14-9-2-36-1,3,14.0,9.0,2,36,1,43,35,1,50,0.78,0.05858327406350723,71.66
4-13-4-2-35-1,4,13.0,4.0,2,35,1,27,15,3,50,0.78,0.05858327406350723,76.9
6-13-2-1-39-0,6,13.0,2.0,1,39,0,21,4,1,50,0.78,0.05858327406350723,74.98
4-10-6-2-33-1,4,10.0,6.0,2,33,1,52,35,1,50,0.78,0.05858327406350723,76.38
3-13-8-3-31-2,3,13.0,8.0,3,31,2,43,36,1,50,0.78,0.05858327406350723,76.24
4-14-9-3-46-0,4,14.0,9.0,3,46,0,21,10,1,50,0.78,0.05858327406350723,79.14
5-12-7-2-47-1,5,12.0,7.0,2,47,1,33,21,1,50,0.78,0.05858327406350723,79.54
4-8-4-2-25-2,4,8.0,4.0,2,25,2,55,36,1,50,0.78,0.05858327406350723,74.16
4-13-3-2-37-2,4,13.0,3.0,2,37,2,40,32,1,50,0.78,0.05858327406350723,82.46
6-14-2-1-39-0,6,14.0,2.0,1,39,0,15,4,1,50,0.78,0.05858327406350723,77.38
4-13-7-2-37-1,4,13.0,7.0,2,37,1,20,11,2,50,0.78,0.05858327406350723,75.68
6-11-4-1-49-0,6,11.0,4.0,1,49,0,15,0,1,50,0.78,0.05858327406350723,77.32
5-11-5-1-39-1,5,11.0,5.0,1,39,1,59,31,1,50,0.78,0.05858327406350723,78.82
5-13-0-2-36-2,5,13.0,0.0,2,36,2,30,22,1,50,0.78,0.05858327406350723,78.42
5-13-0-3-41-0,5,13.0,0.0,3,41,0,10,0,1,50,0.78,0.05858327406350723,74.62
5-11-2-2-28-1,5,11.0,2.0,2,28,1,30,21,1,50,0.78,0.05858327406350723,74.5
4-13-0-2-33-1,4,13.0,0.0,2,33,1,23,15,1,50,0.78,0.05858327406350723,74.22
4-13-6-2-35-1,4,13.0,6.0,2,35,1,33,15,1,50,0.78,0.05858327406350723,74.3
5-14-6-2-51-0,5,14.0,6.0,2,51,0,26,4,1,50,0.78,0.05858327406350723,79.12
6-14-3-1-41-0,6,14.0,3.0,1,41,0,35,14,1,50,0.78,0.05858327406350723,75.98
6-11-0-1-39-0,6,11.0,0.0,1,39,0,28,0,1,50,0.78,0.05858327406350723,77.02
5-13-0-2-27-1,5,13.0,0.0,2,27,1,16,11,2,50,0.78,0.05858327406350723,75.3
6-12-0-2-40-1,6,12.0,0.0,2,40,1,29,11,1,50,0.78,0.05858327406350723,80.1
6-14-4-1-49-0,6,14.0,4.0,1,49,0,33,0,1,50,0.78,0.05858327406350723,81.3
6-12-2-1-48-0,6,12.0,2.0,1,48,0,21,0,1,50,0.78,0.05858327406350723,79.28
4-14-8-2-45-1,4,14.0,8.0,2,45,1,22,11,1,50,0.78,0.05858327406350723,76.74
4-12-3-2-33-2,4,12.0,3.0,2,33,2,40,32,1,50,0.78,0.05858327406350723,76.96
4-12-2-3-35-1,4,12.0,2.0,3,35,1,39,31,1,50,0.78,0.05858327406350723,75.96
5-13-2-2-41-1,5,13.0,2.0,2,41,1,29,11,2,50,0.78,0.05858327406350723,77.32
5-14-2-2-37-1,5,14.0,2.0,2,37,1,19,11,3,50,0.76,0.060398675482166,75.92
6-9-0-2-29-1,6,9.0,0.0,2,29,1,34,15,1,50,0.76,0.060398675482166,74.34
6-14-2-2-41-0,6,14.0,2.0,2,41,0,22,10,1,50,0.76,0.060398675482166,77.28
5-14-4-2-41-0,5,14.0,4.0,2,41,0,42,20,1,50,0.76,0.060398675482166,73.82
5-9-0-1-23-1,5,9.0,0.0,1,23,1,34,11,1,50,0.76,0.060398675482166,69.3
5-14-0-3-36-0,5,14.0,0.0,3,36,0,12,4,1,50,0.76,0.060398675482166,75.82
4-13-7-3-41-0,4,13.0,7.0,3,41,0,24,14,1,50,0.76,0.060398675482166,72.1
4-11-0-2-28-2,4,11.0,0.0,2,28,2,29,22,2,50,0.76,0.060398675482166,74.34
3-14-7-4-34-1,3,14.0,7.0,4,34,1,43,35,1,50,0.76,0.060398675482166,69.28
5-12-0-3-36-0,5,12.0,0.0,3,36,0,22,4,2,50,0.76,0.060398675482166,71.68
5-12-2-2-41-1,5,12.0,2.0,2,41,1,40,31,1,50,0.76,0.060398675482166,78.12
4-14-5-3-35-2,4,14.0,5.0,3,35,2,48,22,1,50,0.76,0.060398675482166,73.36
3-14-9-4-35-2,3,14.0,9.0,4,35,2,44,36,1,50,0.76,0.060398675482166,77.8
5-12-2-1-37-1,5,12.0,2.0,1,37,1,32,15,1,50,0.76,0.060398675482166,72.6
3-14-0-3-26-1,3,14.0,0.0,3,26,1,31,25,1,50,0.76,0.060398675482166,74.7
5-13-6-1-45-0,5,13.0,6.0,1,45,0,30,10,1,50,0.76,0.060398675482166,73.92
4-11-7-2-37-1,4,11.0,7.0,2,37,1,20,11,1,50,0.76,0.060398675482166,71.62
5-14-2-1-40-0,5,14.0,2.0,1,40,0,22,10,1,50,0.76,0.060398675482166,74.84
4-11-2-2-30-1,4,11.0,2.0,2,30,1,28,21,1,50,0.76,0.060398675482166,74.58
4-13-4-2-33-2,4,13.0,4.0,2,33,2,42,22,1,50,0.76,0.060398675482166,77.72
4-9-2-2-24-2,4,9.0,2.0,2,24,2,44,30,1,50,0.76,0.060398675482166,70.9
5-12-6-1-43-1,5,12.0,6.0,1,43,1,35,15,1,50,0.76,0.060398675482166,78.48
5-14-2-2-40-0,5,14.0,2.0,2,40,0,18,0,5,50,0.76,0.060398675482166,73.02
5-11-4-2-39-1,5,11.0,4.0,2,39,1,42,21,1,50,0.76,0.060398675482166,74.78
4-13-6-3-38-1,4,13.0,6.0,3,38,1,33,15,1,50,0.76,0.060398675482166,73.94
5-12-2-2-42-1,5,12.0,2.0,2,42,1,25,15,1,50,0.76,0.060398675482166,76.8
6-12-0-2-39-0,6,12.0,0.0,2,39,0,9,0,1,50,0.76,0.060398675482166,76.66
5-11-2-2-33-1,5,11.0,2.0,2,33,1,45,25,1,50,0.76,0.060398675482166,73.58
5-14-5-2-49-1,5,14.0,5.0,2,49,1,31,11,1,50,0.76,0.060398675482166,78.34
4-13-8-2-42-1,4,13.0,8.0,2,42,1,31,21,3,50,0.76,0.060398675482166,74.76
5-14-2-1-39-1,5,14.0,2.0,1,39,1,33,21,1,50,0.76,0.060398675482166,78.56
4-14-6-3-45-1,4,14.0,6.0,3,45,1,39,19,2,50,0.76,0.060398675482166,78.54
4-14-5-4-42-1,4,14.0,5.0,4,42,1,33,15,1,50,0.76,0.060398675482166,73.26
5-12-3-1-42-0,5,12.0,3.0,1,42,0,9,0,1,50,0.76,0.060398675482166,74.82
6-13-2-2-44-0,6,13.0,2.0,2,44,0,28,10,1,50,0.76,0.060398675482166,75.6
6-8-0-2-25-1,6,8.0,0.0,2,25,1,38,11,1,50,0.76,0.060398675482166,73.2
5-13-2-2-41-0,5,13.0,2.0,2,41,0,14,4,2,50,0.76,0.060398675482166,77.02
5-10-2-2-34-1,5,10.0,2.0,2,34,1,38,21,1,50,0.76,0.060398675482166,71.54
3-14-4-3-31-2,3,14.0,4.0,3,31,2,52,42,2,50,0.76,0.060398675482166,74.62
4-13-6-2-34-1,4,13.0,6.0,2,34,1,33,15,1,50,0.76,0.060398675482166,71.88
5-14-0-2-38-0,5,14.0,0.0,2,38,0,18,10,2,50,0.76,0.060398675482166,71.46
5-13-3-1-41-1,5,13.0,3.0,1,41,1,20,11,1,50,0.76,0.060398675482166,78.1
6-13-2-1-44-0,6,13.0,2.0,1,44,0,29,10,1,50,0.76,0.060398675482166,76.82
6-12-2-1-45-0,6,12.0,2.0,1,45,0,20,0,1,50,0.76,0.060398675482166,77.6
4-14-7-2-39-1,4,14.0,7.0,2,39,1,34,25,1,50,0.76,0.060398675482166,78.9
4-13-5-2-40-1,4,13.0,5.0,2,40,1,37,19,1,50,0.76,0.060398675482166,73.84
5-12-4-2-43-1,5,12.0,4.0,2,43,1,35,21,1,50,0.76,0.060398675482166,79.6
4-14-3-2-26-2,4,14.0,3.0,2,26,2,43,26,1,50,0.76,0.060398675482166,75.54
3-14-6-2-32-2,3,14.0,6.0,2,32,2,39,22,1,50,0.76,0.060398675482166,74.52
5-13-0-1-27-1,5,13.0,0.0,1,27,1,30,21,1,50,0.76,0.060398675482166,75.02
5-12-3-2-37-1,5,12.0,3.0,2,37,1,29,11,1,50,0.74,0.06203224967708329,74.58
4-13-7-2-42-0,4,13.0,7.0,2,42,0,20,10,1,50,0.74,0.06203224967708329,71.4
3-14-0-2-25-2,3,14.0,0.0,2,25,2,42,36,1,50,0.74,0.06203224967708329,73.38
4-13-6-2-38-3,4,13.0,6.0,2,38,3,62,43,1,50,0.74,0.06203224967708329,70.82
6-10-0-1-37-0,6,10.0,0.0,1,37,0,31,10,1,50,0.74,0.06203224967708329,78.04
5-11-3-2-36-0,5,11.0,3.0,2,36,0,27,10,1,50,0.74,0.06203224967708329,73.3
4-12-3-2-29-2,4,12.0,3.0,2,29,2,45,36,1,50,0.74,0.06203224967708329,73.28
5-14-4-2-45-0,5,14.0,4.0,2,45,0,36,14,1,50,0.74,0.06203224967708329,75.92
4-12-6-2-33-2,4,12.0,6.0,2,33,2,44,26,2,50,0.74,0.06203224967708329,74.74
5-14-0-1-41-0,5,14.0,0.0,1,41,0,9,0,1,50,0.74,0.06203224967708329,77.22
4-10-0-3-25-2,4,10.0,0.0,3,25,2,42,36,1,50,0.74,0.06203224967708329,72.92
4-14-2-2-35-3,4,14.0,2.0,2,35,3,50,33,1,50,0.74,0.06203224967708329,71.32
3-14-7-3-34-1,3,14.0,7.0,3,34,1,23,15,1,50,0.74,0.06203224967708329,73.7
5-14-3-2-37-0,5,14.0,3.0,2,37,0,41,24,1,50,0.74,0.06203224967708329,76.42
4-14-3-2-37-1,4,14.0,3.0,2,37,1,33,25,2,50,0.74,0.06203224967708329,76.24
4-14-7-2-45-0,4,14.0,7.0,2,45,0,25,14,2,50,0.74,0.06203224967708329,75.2
6-12-0-2-41-0,6,12.0,0.0,2,41,0,19,0,1,50,0.74,0.06203224967708329,73.8
6-14-0-1-45-0,6,14.0,0.0,1,45,0,29,0,3,50,0.74,0.06203224967708329,77.16
