signature,trump_count,strongest_trump_rank,weakest_trump_rank,max_suit_run,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
8-0-12-0-36,8,0.0,12.0,0,36,0,1,100,0.98,0.014000000000000005,101.52
7-1-9-1-37,7,1.0,9.0,1,37,4,1,100,0.98,0.014000000000000005,96.07
5-0-4-2-35,5,0.0,4.0,2,35,21,1,100,0.98,0.014000000000000005,104.36
8-0-13-0-20,8,0.0,13.0,0,20,0,1,100,0.98,0.014000000000000005,96.16
6-0-7-1-20,6,0.0,7.0,1,20,4,1,100,0.98,0.014000000000000005,97.23
5-0-5-3-25,5,0.0,5.0,3,25,11,1,100,0.98,0.014000000000000005,99.93
5-1-7-2-38,5,1.0,7.0,2,38,25,2,100,0.98,0.014000000000000005,90.79
6-0-8-1-45,6,0.0,8.0,1,45,21,3,100,0.98,0.014000000000000005,98.21
5-0-6-1-14,5,0.0,6.0,1,14,0,1,100,0.98,0.014000000000000005,94.42
8-2-13-0-24,8,2.0,13.0,0,24,0,2,100,0.98,0.014000000000000005,93.77
6-0-8-2-38,6,0.0,8.0,2,38,14,1,100,0.98,0.014000000000000005,100.11
6-0-9-1-54,6,0.0,9.0,1,54,22,1,100,0.98,0.014000000000000005,101.46
7-0-12-1-42,7,0.0,12.0,1,42,10,2,100,0.98,0.014000000000000005,90.2
6-0-13-1-45,6,0.0,13.0,1,45,22,4,100,0.98,0.014000000000000005,95.57
6-0-10-1-41,6,0.0,10.0,1,41,15,5,100,0.98,0.014000000000000005,96.95
6-0-12-1-52,6,0.0,12.0,1,52,22,2,100,0.98,0.014000000000000005,100.06
7-2-9-1-43,7,2.0,9.0,1,43,10,1,100,0.98,0.014000000000000005,94.7
5-0-5-2-28,5,0.0,5.0,2,28,15,7,100,0.98,0.014000000000000005,96.69
6-0-13-1-46,6,0.0,13.0,1,46,22,1,100,0.98,0.014000000000000005,100.64
7-0-10-1-27,7,0.0,10.0,1,27,0,9,100,0.98,0.014000000000000005,96.1
7-0-12-1-40,7,0.0,12.0,1,40,11,1,100,0.98,0.014000000000000005,96.34
7-0-13-1-30,7,0.0,13.0,1,30,10,14,100,0.98,0.014000000000000005,96.24
6-1-6-1-25,6,1.0,6.0,1,25,10,1,100,0.98,0.014000000000000005,95.32
7-0-12-1-17,7,0.0,12.0,1,17,0,4,100,0.98,0.014000000000000005,97.5
7-2-9-1-37,7,2.0,9.0,1,37,4,1,100,0.98,0.014000000000000005,92.01
6-0-11-2-15,6,0.0,11.0,2,15,0,3,100,0.98,0.014000000000000005,93.36
7-1-10-1-37,7,1.0,10.0,1,37,11,1,100,0.98,0.014000000000000005,97.69
6-0-6-2-15,6,0.0,6.0,2,15,0,1,100,0.98,0.014000000000000005,97.18
8-2-12-0-26,8,2.0,12.0,0,26,0,1,100,0.98,0.014000000000000005,96.86
8-1-13-0-27,8,1.0,13.0,0,27,0,1,100,0.98,0.014000000000000005,98.74
5-0-4-3-35,5,0.0,4.0,3,35,21,1,100,0.98,0.014000000000000005,106.86
6-0-10-1-42,6,0.0,10.0,1,42,15,4,100,0.98,0.014000000000000005,101.18
5-0-8-2-47,5,0.0,8.0,2,47,26,11,200,0.98,0.009899494936611668,98.415
7-1-12-1-26,7,1.0,12.0,1,26,0,7,100,0.98,0.014000000000000005,93.54
6-1-11-1-36,6,1.0,11.0,1,36,15,14,100,0.98,0.014000000000000005,94.36
6-1-9-1-43,6,1.0,9.0,1,43,11,3,100,0.98,0.014000000000000005,93.62
6-0-9-2-32,6,0.0,9.0,2,32,10,7,100,0.98,0.014000000000000005,98.72
7-0-11-1-14,7,0.0,11.0,1,14,0,1,100,0.98,0.014000000000000005,93.5
6-0-8-2-36,6,0.0,8.0,2,36,11,4,100,0.98,0.014000000000000005,101.59
7-0-13-1-37,7,0.0,13.0,1,37,11,4,100,0.98,0.014000000000000005,101.38
5-0-7-3-34,5,0.0,7.0,3,34,21,3,200,0.98,0.009899494936611668,97.84
8-4-13-0-31,8,4.0,13.0,0,31,0,1,100,0.98,0.014000000000000005,98.1
7-1-10-1-38,7,1.0,10.0,1,38,10,1,100,0.98,0.014000000000000005,98.69
5-0-5-1-37,5,0.0,5.0,1,37,24,1,100,0.98,0.014000000000000005,93.5
7-0-11-1-33,7,0.0,11.0,1,33,0,7,100,0.98,0.014000000000000005,91.32
6-0-7-2-25,6,0.0,7.0,2,25,11,8,100,0.98,0.014000000000000005,96.0
7-1-11-1-37,7,1.0,11.0,1,37,11,1,100,0.98,0.014000000000000005,97.68
6-0-9-1-34,6,0.0,9.0,1,34,11,8,300,0.98,0.008082903768654764,98.43666666666668
8-2-13-0-22,8,2.0,13.0,0,22,0,2,100,0.98,0.014000000000000005,99.08
6-0-7-1-15,6,0.0,7.0,1,15,0,7,200,0.98,0.009899494936611668,93.375
5-0-12-1-45,5,0.0,12.0,1,45,26,6,100,0.98,0.014000000000000005,97.63
6-1-7-1-29,6,1.0,7.0,1,29,14,1,100,0.98,0.014000000000000005,94.0
5-0-6-1-28,5,0.0,6.0,1,28,15,4,100,0.98,0.014000000000000005,97.94
5-0-7-2-39,5,0.0,7.0,2,39,26,1,100,0.98,0.014000000000000005,101.54
5-0-5-2-24,5,0.0,5.0,2,24,11,12,300,0.9766666666666669,0.008715673408461461,94.89
7-0-13-1-43,7,0.0,13.0,1,43,10,6,200,0.975,0.011039701082909813,98.815
5-0-8-2-44,5,0.0,8.0,2,44,22,8,200,0.975,0.011039701082909813,94.615
7-0-13-1-32,7,0.0,13.0,1,32,0,20,400,0.975,0.007806247497998001,97.37
7-1-13-1-22,7,1.0,13.0,1,22,0,11,200,0.975,0.011039701082909813,90.43
4-0-4-2-47,4,0.0,4.0,2,47,36,4,300,0.9733333333333334,0.009301533127313926,99.32
7-0-12-1-34,7,0.0,12.0,1,34,10,10,300,0.9733333333333334,0.009301533127313926,96.02666666666669
6-0-9-1-47,6,0.0,9.0,1,47,15,1,100,0.97,0.017058722109231986,95.48
5-0-11-2-52,5,0.0,11.0,2,52,32,11,100,0.97,0.017058722109231986,96.75
7-2-11-1-19,7,2.0,11.0,1,19,4,1,100,0.97,0.017058722109231986,88.8
7-0-11-1-42,7,0.0,11.0,1,42,10,4,100,0.97,0.017058722109231986,99.63
5-1-7-1-35,5,1.0,7.0,1,35,22,2,100,0.97,0.017058722109231986,99.21
4-0-3-3-22,4,0.0,3.0,3,22,10,1,100,0.97,0.017058722109231986,87.22
5-0-6-1-34,5,0.0,6.0,1,34,21,2,100,0.97,0.017058722109231986,96.98
6-1-13-1-46,6,1.0,13.0,1,46,22,2,100,0.97,0.017058722109231986,94.9
6-0-11-1-44,6,0.0,11.0,1,44,22,12,300,0.97,0.00984885780179611,97.50666666666666
5-0-6-2-39,5,0.0,6.0,2,39,26,2,100,0.97,0.017058722109231986,101.19
5-0-6-2-28,5,0.0,6.0,2,28,14,8,300,0.97,0.00984885780179611,94.4
6-0-9-2-23,6,0.0,9.0,2,23,0,5,100,0.97,0.017058722109231986,93.46
7-0-12-1-43,7,0.0,12.0,1,43,10,4,100,0.97,0.017058722109231986,95.11
5-0-7-2-14,5,0.0,7.0,2,14,0,2,100,0.97,0.017058722109231986,88.63
7-1-12-1-31,7,1.0,12.0,1,31,11,10,200,0.97,0.012062338081814825,93.64
7-1-10-1-19,7,1.0,10.0,1,19,0,1,100,0.97,0.017058722109231986,95.73
7-0-11-1-41,7,0.0,11.0,1,41,10,1,100,0.97,0.017058722109231986,93.47
7-2-11-1-14,7,2.0,11.0,1,14,0,2,100,0.97,0.017058722109231986,94.53
5-0-4-2-38,5,0.0,4.0,2,38,24,1,100,0.97,0.017058722109231986,99.17
7-1-10-1-44,7,1.0,10.0,1,44,10,2,100,0.97,0.017058722109231986,96.06
7-1-10-1-27,7,1.0,10.0,1,27,0,1,100,0.97,0.017058722109231986,92.19
6-0-12-1-53,6,0.0,12.0,1,53,22,1,100,0.97,0.017058722109231986,95.01
5-0-6-2-25,5,0.0,6.0,2,25,11,2,100,0.97,0.017058722109231986,94.95
7-1-11-1-18,7,1.0,11.0,1,18,4,1,100,0.97,0.017058722109231986,93.56
6-0-13-1-52,6,0.0,13.0,1,52,22,2,100,0.97,0.017058722109231986,91.06
5-0-6-1-24,5,0.0,6.0,1,24,11,6,200,0.97,0.012062338081814825,96.115
5-2-7-1-33,5,2.0,7.0,1,33,21,2,100,0.97,0.017058722109231986,90.84
6-2-13-1-50,6,2.0,13.0,1,50,21,4,100,0.97,0.017058722109231986,91.77
6-0-11-1-46,6,0.0,11.0,1,46,22,1,100,0.97,0.017058722109231986,96.06
5-0-5-2-34,5,0.0,5.0,2,34,21,5,100,0.97,0.017058722109231986,97.47
5-0-8-1-34,5,0.0,8.0,1,34,11,3,100,0.97,0.017058722109231986,94.14
5-1-7-1-28,5,1.0,7.0,1,28,15,2,100,0.97,0.017058722109231986,91.14
4-0-3-2-37,4,0.0,3.0,2,37,25,1,100,0.97,0.017058722109231986,94.51
5-2-8-1-47,5,2.0,8.0,1,47,26,3,100,0.97,0.017058722109231986,91.44
6-0-13-2-17,6,0.0,13.0,2,17,4,9,100,0.97,0.017058722109231986,95.2
8-0-13-0-22,8,0.0,13.0,0,22,0,1,100,0.97,0.017058722109231986,95.72
5-0-4-1-24,5,0.0,4.0,1,24,10,1,100,0.97,0.017058722109231986,96.1
7-1-13-1-43,7,1.0,13.0,1,43,10,2,100,0.97,0.017058722109231986,93.86
5-0-6-3-28,5,0.0,6.0,3,28,15,3,100,0.97,0.017058722109231986,91.78
8-1-13-0-32,8,1.0,13.0,0,32,0,1,100,0.97,0.017058722109231986,95.88
6-1-8-1-39,6,1.0,8.0,1,39,15,2,100,0.97,0.017058722109231986,97.19
5-0-12-1-44,5,0.0,12.0,1,44,33,11,100,0.97,0.017058722109231986,97.8
6-0-10-2-18,6,0.0,10.0,2,18,0,1,100,0.97,0.017058722109231986,96.35
7-0-10-1-34,7,0.0,10.0,1,34,0,3,100,0.97,0.017058722109231986,90.2
5-1-7-2-34,5,1.0,7.0,2,34,22,10,100,0.97,0.017058722109231986,93.77
6-4-12-1-49,6,4.0,12.0,1,49,22,2,100,0.97,0.017058722109231986,91.42
6-0-13-1-53,6,0.0,13.0,1,53,22,1,100,0.97,0.017058722109231986,94.88
7-1-13-1-37,7,1.0,13.0,1,37,11,3,100,0.97,0.017058722109231986,99.17
7-0-11-1-36,7,0.0,11.0,1,36,10,3,100,0.97,0.017058722109231986,99.71
6-0-11-1-51,6,0.0,11.0,1,51,22,2,100,0.97,0.017058722109231986,94.55
6-1-8-1-24,6,1.0,8.0,1,24,0,8,100,0.97,0.017058722109231986,88.6
6-0-9-2-34,6,0.0,9.0,2,34,11,10,400,0.97,0.008529361054615993,97.3475
7-3-12-1-43,7,3.0,12.0,1,43,11,2,100,0.97,0.017058722109231986,92.0
5-1-6-2-44,5,1.0,6.0,2,44,32,1,100,0.97,0.017058722109231986,99.4
5-0-5-2-13,5,0.0,5.0,2,13,0,5,200,0.97,0.012062338081814825,88.525
5-0-7-3-37,5,0.0,7.0,3,37,25,1,100,0.97,0.017058722109231986,92.57
5-1-8-1-33,5,1.0,8.0,1,33,11,3,100,0.97,0.017058722109231986,89.93
7-2-8-1-35,7,2.0,8.0,1,35,10,1,100,0.97,0.017058722109231986,97.98
5-1-11-2-41,5,1.0,11.0,2,41,22,25,100,0.97,0.017058722109231986,90.48
8-0-13-0-15,8,0.0,13.0,0,15,0,2,100,0.97,0.017058722109231986,101.0
6-0-10-2-17,6,0.0,10.0,2,17,0,1,100,0.97,0.017058722109231986,93.47
6-0-11-1-26,6,0.0,11.0,1,26,4,26,200,0.97,0.012062338081814825,94.125
6-2-9-1-53,6,2.0,9.0,1,53,22,1,100,0.97,0.017058722109231986,96.05
4-0-3-2-47,4,0.0,3.0,2,47,35,1,100,0.97,0.017058722109231986,95.87
7-0-13-1-33,7,0.0,13.0,1,33,0,20,500,0.97,0.007628892449104264,94.288
5-0-9-1-52,5,0.0,9.0,1,52,32,1,100,0.97,0.017058722109231986,94.2
8-1-13-0-31,8,1.0,13.0,0,31,0,1,100,0.97,0.017058722109231986,95.62
6-0-7-1-14,6,0.0,7.0,1,14,0,3,100,0.97,0.017058722109231986,88.12
6-1-13-2-43,6,1.0,13.0,2,43,21,4,100,0.97,0.017058722109231986,96.0
5-1-8-1-43,5,1.0,8.0,1,43,22,4,100,0.97,0.017058722109231986,91.45
6-2-7-1-14,6,2.0,7.0,1,14,0,3,100,0.97,0.017058722109231986,87.14
6-1-11-2-28,6,1.0,11.0,2,28,15,3,100,0.97,0.017058722109231986,95.72
7-1-12-1-14,7,1.0,12.0,1,14,0,3,100,0.97,0.017058722109231986,88.55
6-0-12-1-45,6,0.0,12.0,1,45,22,8,100,0.97,0.017058722109231986,96.99
6-0-7-1-24,6,0.0,7.0,1,24,10,1,100,0.97,0.017058722109231986,95.47
7-2-11-1-44,7,2.0,11.0,1,44,11,2,100,0.97,0.017058722109231986,93.45
5-0-8-2-49,5,0.0,8.0,2,49,26,1,100,0.97,0.017058722109231986,100.42
5-0-8-2-38,5,0.0,8.0,2,38,15,2,100,0.97,0.017058722109231986,93.57
6-0-8-1-38,6,0.0,8.0,1,38,15,5,100,0.97,0.017058722109231986,93.68
8-1-12-0-26,8,1.0,12.0,0,26,0,1,100,0.97,0.017058722109231986,98.74
7-1-10-1-35,7,1.0,10.0,1,35,0,1,100,0.97,0.017058722109231986,94.45
5-0-9-1-37,5,0.0,9.0,1,37,15,4,100,0.97,0.017058722109231986,94.86
5-0-9-2-52,5,0.0,9.0,2,52,22,5,100,0.97,0.017058722109231986,93.37
5-0-7-1-43,5,0.0,7.0,1,43,31,3,100,0.97,0.017058722109231986,94.98
6-2-11-1-50,6,2.0,11.0,1,50,22,3,100,0.97,0.017058722109231986,90.91
5-0-6-2-34,5,0.0,6.0,2,34,20,15,100,0.97,0.017058722109231986,95.29
7-2-12-1-22,7,2.0,12.0,1,22,0,5,100,0.97,0.017058722109231986,89.09
6-0-8-2-28,6,0.0,8.0,2,28,4,4,100,0.97,0.017058722109231986,94.87
5-0-5-1-23,5,0.0,5.0,1,23,10,3,100,0.97,0.017058722109231986,95.73
6-2-10-1-48,6,2.0,10.0,1,48,15,1,100,0.97,0.017058722109231986,90.07
7-0-13-1-13,7,0.0,13.0,1,13,0,12,100,0.97,0.017058722109231986,92.36
6-1-8-1-34,6,1.0,8.0,1,34,11,5,100,0.97,0.017058722109231986,90.36
4-0-3-2-45,4,0.0,3.0,2,45,33,1,100,0.97,0.017058722109231986,94.92
5-1-6-1-32,5,1.0,6.0,1,32,19,1,100,0.97,0.017058722109231986,91.68
4-0-5-2-43,4,0.0,5.0,2,43,32,5,100,0.97,0.017058722109231986,94.65
5-0-5-2-14,5,0.0,5.0,2,14,0,2,100,0.97,0.017058722109231986,95.55
5-0-9-1-56,5,0.0,9.0,1,56,26,1,100,0.97,0.017058722109231986,95.8
7-1-13-1-44,7,1.0,13.0,1,44,11,1,100,0.97,0.017058722109231986,93.9
5-0-4-3-29,5,0.0,4.0,3,29,15,1,100,0.97,0.017058722109231986,101.42
5-1-6-1-38,5,1.0,6.0,1,38,25,1,100,0.97,0.017058722109231986,95.21
7-0-12-1-12,7,0.0,12.0,1,12,0,3,100,0.97,0.017058722109231986,93.87
4-0-3-2-49,4,0.0,3.0,2,49,37,1,100,0.97,0.017058722109231986,93.21
6-0-11-2-12,6,0.0,11.0,2,12,0,2,100,0.97,0.017058722109231986,91.95
6-0-7-2-28,6,0.0,7.0,2,28,14,1,100,0.97,0.017058722109231986,92.77
5-0-11-1-50,5,0.0,11.0,1,50,32,2,100,0.97,0.017058722109231986,91.68
6-0-11-2-17,6,0.0,11.0,2,17,4,4,100,0.97,0.017058722109231986,91.82
7-0-11-1-23,7,0.0,11.0,1,23,0,13,100,0.97,0.017058722109231986,93.98
6-1-7-2-24,6,1.0,7.0,2,24,10,1,100,0.97,0.017058722109231986,90.35
6-2-10-1-45,6,2.0,10.0,1,45,22,5,100,0.97,0.017058722109231986,92.02
5-1-7-2-35,5,1.0,7.0,2,35,22,5,100,0.97,0.017058722109231986,95.7
8-1-13-0-21,8,1.0,13.0,0,21,0,1,100,0.97,0.017058722109231986,97.18
6-1-10-1-40,6,1.0,10.0,1,40,15,7,100,0.97,0.017058722109231986,92.7
6-0-8-2-44,6,0.0,8.0,2,44,21,1,100,0.97,0.017058722109231986,99.52
7-1-10-1-40,7,1.0,10.0,1,40,4,1,100,0.97,0.017058722109231986,96.22
6-2-9-2-37,6,2.0,9.0,2,37,15,1,100,0.97,0.017058722109231986,92.23
6-0-10-1-47,6,0.0,10.0,1,47,21,9,500,0.968,0.007870959280799264,97.544
7-0-11-1-28,7,0.0,11.0,1,28,4,11,400,0.9675,0.008866192813152663,99.5225
7-0-12-1-25,7,0.0,12.0,1,25,10,22,400,0.9675,0.008866192813152663,94.34
5-0-5-2-27,5,0.0,5.0,2,27,14,6,300,0.9666666666666669,0.010363754503431983,90.56
7-0-13-1-25,7,0.0,13.0,1,25,10,27,200,0.965,0.012995191418367032,95.1
7-1-12-1-25,7,1.0,12.0,1,25,0,9,200,0.965,0.012995191418367032,91.11
6-0-11-2-23,6,0.0,11.0,2,23,10,14,400,0.965,0.009188987974744557,94.585
7-0-12-1-15,7,0.0,12.0,1,15,0,12,200,0.965,0.012995191418367032,93.0
6-0-10-1-21,6,0.0,10.0,1,21,4,15,200,0.965,0.012995191418367032,91.255
6-0-12-1-16,6,0.0,12.0,1,16,4,11,200,0.965,0.012995191418367032,91.65
7-0-11-1-25,7,0.0,11.0,1,25,0,14,200,0.965,0.012995191418367032,93.4
7-0-12-1-31,7,0.0,12.0,1,31,10,20,500,0.964,0.008331146379700699,92.752
7-0-12-1-16,7,0.0,12.0,1,16,0,5,100,0.96,0.019595917942265433,92.16
6-0-11-1-17,6,0.0,11.0,1,17,4,10,200,0.96,0.013856406460551024,92.365
6-0-8-1-24,6,0.0,8.0,1,24,0,13,100,0.96,0.019595917942265433,91.59
7-0-13-1-12,7,0.0,13.0,1,12,0,13,100,0.96,0.019595917942265433,95.01
6-0-12-1-43,6,0.0,12.0,1,43,22,13,200,0.96,0.013856406460551024,96.415
8-0-13-0-29,8,0.0,13.0,0,29,0,1,100,0.96,0.019595917942265433,95.88
7-0-11-1-20,7,0.0,11.0,1,20,4,1,100,0.96,0.019595917942265433,88.82
6-0-10-1-17,6,0.0,10.0,1,17,0,15,100,0.96,0.019595917942265433,90.62
6-2-10-1-54,6,2.0,10.0,1,54,22,1,100,0.96,0.019595917942265433,93.46
7-0-12-1-29,7,0.0,12.0,1,29,0,5,100,0.96,0.019595917942265433,93.88
7-2-11-1-33,7,2.0,11.0,1,33,10,1,100,0.96,0.019595917942265433,92.75
6-3-12-1-50,6,3.0,12.0,1,50,22,2,100,0.96,0.019595917942265433,94.29
5-0-9-1-51,5,0.0,9.0,1,51,31,12,100,0.96,0.019595917942265433,89.32
7-2-10-1-35,7,2.0,10.0,1,35,0,1,100,0.96,0.019595917942265433,89.3
8-0-13-0-21,8,0.0,13.0,0,21,0,1,100,0.96,0.019595917942265433,93.68
7-0-11-1-29,7,0.0,11.0,1,29,4,2,100,0.96,0.019595917942265433,94.23
7-0-11-1-37,7,0.0,11.0,1,37,4,2,100,0.96,0.019595917942265433,90.44
6-0-7-1-30,6,0.0,7.0,1,30,15,2,100,0.96,0.019595917942265433,100.41
7-3-11-1-43,7,3.0,11.0,1,43,11,1,100,0.96,0.019595917942265433,91.62
5-0-8-3-37,5,0.0,8.0,3,37,15,3,100,0.96,0.019595917942265433,90.14
5-1-6-1-33,5,1.0,6.0,1,33,21,3,100,0.96,0.019595917942265433,93.02
5-1-6-1-37,5,1.0,6.0,1,37,25,2,100,0.96,0.019595917942265433,91.27
4-0-3-2-33,4,0.0,3.0,2,33,21,10,100,0.96,0.019595917942265433,93.89
7-2-12-1-35,7,2.0,12.0,1,35,11,3,100,0.96,0.019595917942265433,91.83
4-0-3-2-43,4,0.0,3.0,2,43,31,2,100,0.96,0.019595917942265433,92.82
4-0-6-2-47,4,0.0,6.0,2,47,36,2,100,0.96,0.019595917942265433,98.47
4-0-4-2-43,4,0.0,4.0,2,43,32,2,100,0.96,0.019595917942265433,94.75
5-0-4-2-14,5,0.0,4.0,2,14,0,1,100,0.96,0.019595917942265433,92.18
4-0-5-2-52,4,0.0,5.0,2,52,42,1,100,0.96,0.019595917942265433,96.15
7-3-10-1-38,7,3.0,10.0,1,38,4,1,100,0.96,0.019595917942265433,90.55
6-1-13-1-52,6,1.0,13.0,1,52,22,1,100,0.96,0.019595917942265433,92.42
5-0-7-3-18,5,0.0,7.0,3,18,4,2,100,0.96,0.019595917942265433,89.94
6-1-10-2-17,6,1.0,10.0,2,17,0,1,100,0.96,0.019595917942265433,88.09
7-1-11-1-30,7,1.0,11.0,1,30,4,1,100,0.96,0.019595917942265433,91.44
7-3-11-1-22,7,3.0,11.0,1,22,0,1,100,0.96,0.019595917942265433,88.15
6-0-9-2-26,6,0.0,9.0,2,26,4,1,100,0.96,0.019595917942265433,87.87
7-2-13-1-44,7,2.0,13.0,1,44,11,1,100,0.96,0.019595917942265433,93.98
5-0-7-2-25,5,0.0,7.0,2,25,11,3,100,0.96,0.019595917942265433,93.34
7-1-11-1-23,7,1.0,11.0,1,23,0,6,200,0.96,0.013856406460551024,94.69
6-1-13-2-44,6,1.0,13.0,2,44,21,1,100,0.96,0.019595917942265433,90.82
5-0-6-3-13,5,0.0,6.0,3,13,0,1,100,0.96,0.019595917942265433,93.59
6-1-10-1-35,6,1.0,10.0,1,35,11,21,100,0.96,0.019595917942265433,90.23
7-0-10-1-35,7,0.0,10.0,1,35,0,8,200,0.96,0.013856406460551024,92.87
6-0-13-2-44,6,0.0,13.0,2,44,21,3,100,0.96,0.019595917942265433,94.42
7-2-12-1-34,7,2.0,12.0,1,34,11,4,100,0.96,0.019595917942265433,91.21
7-2-11-1-30,7,2.0,11.0,1,30,0,6,100,0.96,0.019595917942265433,88.66
5-1-5-2-23,5,1.0,5.0,2,23,10,2,100,0.96,0.019595917942265433,89.91
6-0-10-2-41,6,0.0,10.0,2,41,15,3,100,0.96,0.019595917942265433,98.39
7-1-13-1-40,7,1.0,13.0,1,40,11,3,100,0.96,0.019595917942265433,95.2
4-0-3-2-27,4,0.0,3.0,2,27,15,7,100,0.96,0.019595917942265433,88.11
6-0-7-2-24,6,0.0,7.0,2,24,10,1,100,0.96,0.019595917942265433,94.63
7-1-13-1-16,7,1.0,13.0,1,16,0,3,100,0.96,0.019595917942265433,86.82
7-0-13-1-24,7,0.0,13.0,1,24,0,22,300,0.96,0.011313708498984765,94.69
5-0-6-1-43,5,0.0,6.0,1,43,30,1,100,0.96,0.019595917942265433,96.85
6-0-8-1-34,6,0.0,8.0,1,34,10,19,200,0.96,0.013856406460551024,96.155
4-0-4-2-42,4,0.0,4.0,2,42,31,5,200,0.96,0.013856406460551024,92.585
5-0-7-2-29,5,0.0,7.0,2,29,15,3,100,0.96,0.019595917942265433,98.99
8-1-11-0-34,8,1.0,11.0,0,34,0,1,100,0.96,0.019595917942265433,97.06
6-1-9-1-36,6,1.0,9.0,1,36,14,2,100,0.96,0.019595917942265433,88.07
6-0-10-1-31,6,0.0,10.0,1,31,4,8,200,0.96,0.013856406460551024,95.73
6-1-10-1-27,6,1.0,10.0,1,27,11,11,100,0.96,0.019595917942265433,93.09
7-2-13-1-39,7,2.0,13.0,1,39,11,3,100,0.96,0.019595917942265433,91.49
7-1-12-1-16,7,1.0,12.0,1,16,0,3,100,0.96,0.019595917942265433,89.24
5-1-7-2-44,5,1.0,7.0,2,44,32,2,100,0.96,0.019595917942265433,94.03
7-0-11-1-31,7,0.0,11.0,1,31,0,7,100,0.96,0.019595917942265433,92.07
6-1-10-2-21,6,1.0,10.0,2,21,4,2,100,0.96,0.019595917942265433,91.78
5-1-8-2-48,5,1.0,8.0,2,48,26,2,100,0.96,0.019595917942265433,95.48
7-2-12-1-25,7,2.0,12.0,1,25,0,4,100,0.96,0.019595917942265433,87.99
5-0-9-2-46,5,0.0,9.0,2,46,25,6,100,0.96,0.019595917942265433,94.93
6-2-9-1-42,6,2.0,9.0,1,42,11,4,100,0.96,0.019595917942265433,90.84
6-0-8-1-33,6,0.0,8.0,1,33,10,7,100,0.96,0.019595917942265433,92.03
5-0-9-1-46,5,0.0,9.0,1,46,26,3,100,0.96,0.019595917942265433,95.84
6-0-11-1-45,6,0.0,11.0,1,45,22,6,100,0.96,0.019595917942265433,93.9
5-0-9-1-42,5,0.0,9.0,1,42,21,21,400,0.96,0.009797958971132717,92.5425
6-0-11-2-35,6,0.0,11.0,2,35,21,4,100,0.96,0.019595917942265433,95.29
5-0-10-1-35,5,0.0,10.0,1,35,21,12,100,0.96,0.019595917942265433,91.71
7-2-10-1-39,7,2.0,10.0,1,39,4,4,100,0.96,0.019595917942265433,90.57
5-0-6-3-25,5,0.0,6.0,3,25,11,1,100,0.96,0.019595917942265433,97.32
6-0-9-1-33,6,0.0,9.0,1,33,11,26,500,0.96,0.008763560920082661,93.6
7-0-13-1-36,7,0.0,13.0,1,36,4,7,200,0.96,0.013856406460551024,94.87
6-0-10-2-31,6,0.0,10.0,2,31,14,4,100,0.96,0.019595917942265433,94.52
6-0-8-2-23,6,0.0,8.0,2,23,0,6,100,0.96,0.019595917942265433,89.42
6-1-7-2-25,6,1.0,7.0,2,25,10,4,100,0.96,0.019595917942265433,93.89
8-5-12-0-31,8,5.0,12.0,0,31,0,1,100,0.96,0.019595917942265433,93.54
6-2-10-1-46,6,2.0,10.0,1,46,22,3,100,0.96,0.019595917942265433,92.76
6-0-11-2-50,6,0.0,11.0,2,50,21,5,100,0.96,0.019595917942265433,92.76
6-1-8-1-28,6,1.0,8.0,1,28,4,7,100,0.96,0.019595917942265433,87.23
3-0-2-2-39,3,0.0,2.0,2,39,30,4,100,0.96,0.019595917942265433,85.81
4-0-8-2-63,4,0.0,8.0,2,63,43,1,100,0.96,0.019595917942265433,84.65
5-0-9-3-37,5,0.0,9.0,3,37,15,1,100,0.96,0.019595917942265433,93.35
7-0-13-1-35,7,0.0,13.0,1,35,10,7,100,0.96,0.019595917942265433,96.31
7-2-11-1-43,7,2.0,11.0,1,43,11,3,100,0.96,0.019595917942265433,92.99
5-0-5-2-44,5,0.0,5.0,2,44,31,1,100,0.96,0.019595917942265433,100.67
6-0-10-2-36,6,0.0,10.0,2,36,10,12,100,0.96,0.019595917942265433,94.71
5-0-12-1-53,5,0.0,12.0,1,53,32,2,100,0.96,0.019595917942265433,89.84
5-0-10-3-36,5,0.0,10.0,3,36,21,6,100,0.96,0.019595917942265433,95.17
5-0-9-1-31,5,0.0,9.0,1,31,10,18,100,0.96,0.019595917942265433,88.01
5-1-6-1-31,5,1.0,6.0,1,31,19,1,100,0.96,0.019595917942265433,90.57
7-1-12-1-19,7,1.0,12.0,1,19,4,2,100,0.96,0.019595917942265433,89.11
7-1-10-1-26,7,1.0,10.0,1,26,0,2,100,0.96,0.019595917942265433,93.05
5-1-7-2-43,5,1.0,7.0,2,43,31,1,100,0.96,0.019595917942265433,93.47
7-0-13-1-26,7,0.0,13.0,1,26,4,21,400,0.9575,0.010086345968684594,93.5625
7-0-13-1-31,7,0.0,13.0,1,31,10,18,500,0.956,0.009172131704244116,93.43
6-0-10-1-27,6,0.0,10.0,1,27,10,31,500,0.956,0.009172131704244116,93.994
6-0-12-2-37,6,0.0,12.0,2,37,15,6,200,0.955,0.014658615214269054,95.3
5-0-8-1-37,5,0.0,8.0,1,37,15,7,200,0.955,0.014658615214269054,91.37
6-0-10-1-35,6,0.0,10.0,1,35,11,29,200,0.955,0.014658615214269054,94.44
